,Category,Source,Country,Year,value,iso3
7576,Coffee,"Total coffee, tea, and spices",Canada,2018,519.4,CAN
7577,Coffee,"Total coffee, tea, and spices",Guatemala,2018,340.1,GTM
7578,Coffee,"Coffee beans, unroasted 1/",Brazil,2018,962.1,BRA
7579,Coffee,"Coffee beans, unroasted 1/",Colombia,2018,1142.5,COL
7580,Coffee,"Coffee beans, unroasted 1/",Honduras,2018,210.7,HND
7581,Coffee,"Coffee beans, unroasted 1/",Guatemala,2018,326.2,GTM
7582,Coffee,"Coffee beans, unroasted 1/",Nicaragua,2018,246.7,NIC
7583,Coffee,"Coffee, roasted and instant 2/",Switzerland,2018,235.9,CHE
7584,Coffee,"Coffee, roasted and instant 2/",Canada,2018,407.1,CAN
7585,Coffee,"Coffee, roasted and instant 2/",Italy,2018,109.4,ITA
7586,Coffee,"Coffee, roasted and instant 2/",Colombia,2018,43.4,COL
7587,Coffee,"Coffee, roasted and instant 2/",Mexico,2018,37.9,MEX
7588,Coffee,Coffee extracts and preparations 3/,Mexico,2018,89.9,MEX
7589,Coffee,Coffee extracts and preparations 3/,Colombia,2018,63.2,COL
7590,Coffee,Coffee extracts and preparations 3/,Brazil,2018,100.9,BRA
7591,Coffee,Coffee extracts and preparations 3/,India,2018,43.6,IND
7592,Coffee,Tea and mate,Japan,2018,63.0,JPN
7593,Coffee,Tea and mate,Canada,2018,85.9,CAN
7594,Coffee,Tea and mate,India,2018,60.7,IND
7595,Coffee,Spices,India,2018,220.2,IND
7596,Coffee,Spices,Mexico,2018,79.3,MEX
7597,Coffee,Spices,Spain,2018,58.4,ESP
7598,Coffee,Spices,Peru,2018,53.0,PER
7599,Coffee,Spices,Indonesia,2018,171.3,IDN
7600,Dairy,Total dairy products 1/,Italy,2018,327.1,ITA
7601,Dairy,Total dairy products 1/,Ireland,2018,224.1,IRL
7602,Dairy,Total dairy products 1/,New Zealand,2018,249.9,NZL
7603,Dairy,Total dairy products 1/,France,2018,216.6,FRA
7604,Dairy,Total dairy products 1/,Canada,2018,118.1,CAN
7605,Dairy,Total dairy products 1/,Mexico,2018,110.4,MEX
7606,Dairy,Total dairy products 1/,Spain,2018,108.0,ESP
7607,Dairy,"Cheese, fresh or processed",Italy,2018,324.4,ITA
7608,Dairy,"Cheese, fresh or processed",France,2018,190.9,FRA
7609,Dairy,"Cheese, fresh or processed",Spain,2018,107.9,ESP
7610,Dairy,"Cheese, fresh or processed",Switzerland,2018,92.3,CHE
7611,Dairy,"Cheese, fresh or processed",Ireland,2018,41.9,IRL
7612,Dairy,"Yogurt, buttermilk, or whey",New Zealand,2018,204.7,NZL
7613,Dairy,"Yogurt, buttermilk, or whey",Canada,2018,69.8,CAN
7614,Dairy,"Yogurt, buttermilk, or whey",France,2018,10.6,FRA
7615,Dairy,"Yogurt, buttermilk, or whey",Denmark,2018,7.0,DNK
7616,Dairy,"Yogurt, buttermilk, or whey",Germany,2018,3.8,DEU
7617,Dairy,"Yogurt, buttermilk, or whey",Mexico,2018,2.3,MEX
7618,Dairy,"Yogurt, buttermilk, or whey",Chile,2018,1.8,CHL
7619,Dairy,Milk and cream 2/,Mexico,2018,44.4,MEX
7620,Dairy,Milk and cream 2/,Chile,2018,23.3,CHL
7621,Dairy,Milk and cream 2/,Canada,2018,7.2,CAN
7622,Dairy,Milk and cream 2/,New Zealand,2018,5.0,NZL
7623,Dairy,Milk and cream 2/,Peru,2018,18.3,PER
7624,Dairy,Butter or spreads,Ireland,2018,181.2,IRL
7625,Dairy,Butter or spreads,New Zealand,2018,32.7,NZL
7626,Dairy,Butter or spreads,Mexico,2018,47.0,MEX
7627,Dairy,Butter or spreads,France,2018,15.0,FRA
7628,Dairy,Butter or spreads,India,2018,7.3,IND
7629,Dairy,Butter or spreads,Chile,2018,0.4,CHL
7630,Fish,Total fish and shellfish 1/,Canada,2018,3231.5,CAN
7631,Fish,Total fish and shellfish 1/,Chile,2018,2051.9,CHL
7632,Fish,Total fish and shellfish 1/,India,2018,2350.7,IND
7633,Fish,Total fish and shellfish 1/,Indonesia,2018,1936.5,IDN
7634,Fish,Total fish and shellfish 1/,Ecuador,2018,812.7,ECU
7635,Fish,"Whole fish--fresh, chilled, or frozen 2/",Canada,2018,794.8,CAN
7636,Fish,"Whole fish--fresh, chilled, or frozen 2/",Norway,2018,269.8,NOR
7637,Fish,"Whole fish--fresh, chilled, or frozen 2/",Chile,2018,103.1,CHL
7638,Fish,"Whole fish--fresh, chilled, or frozen 2/",Mexico,2018,136.1,MEX
7639,Fish,Fish fillets and mince,Chile,2018,1820.1,CHL
7640,Fish,Fish fillets and mince,Norway,2018,519.4,NOR
7641,Fish,Fish fillets and mince,Indonesia,2018,256.6,IDN
7642,Fish,Fish fillets and mince,Canada,2018,287.9,CAN
7643,Fish,"Shellfish, fresh or frozen 3/",Canada,2018,1727.4,CAN
7644,Fish,"Shellfish, fresh or frozen 3/",India,2018,2035.1,IND
7645,Fish,"Shellfish, fresh or frozen 3/",Ecuador,2018,506.2,ECU
7646,Fish,"Shellfish, fresh or frozen 3/",Indonesia,2018,954.1,IDN
7647,Fish,"Shellfish, fresh or frozen 3/",Argentina,2018,170.2,ARG
7648,Fish,"Shellfish, fresh or frozen 3/",Mexico,2018,346.4,MEX
7649,Fish,"Shellfish, fresh or frozen 3/",Japan,2018,55.8,JPN
7650,Fish,Prepared fish and shellfish 4/,Thailand,2018,906.6,THA
7651,Fish,Prepared fish and shellfish 4/,Indonesia,2018,704.6,IDN
7652,Fish,Prepared fish and shellfish 4/,India,2018,286.6,IND
7653,Fish,Prepared fish and shellfish 4/,Canada,2018,421.4,CAN
7654,Fish,Prepared fish and shellfish 4/,Ecuador,2018,170.2,ECU
7655,Fish,Prepared fish and shellfish 4/,Mexico,2018,78.0,MEX
7656,Fruits,Total fruit and preparations 1/,Mexico,2018,7320.0,MEX
7657,Fruits,Total fruit and preparations 1/,Peru,2018,1150.4,PER
7658,Fruits,Total fruit and preparations 1/,Chile,2018,2243.8,CHL
7659,Fruits,Total fruit and preparations 1/,Guatemala,2018,1269.7,GTM
7660,Fruits,Total fruit and preparations 1/,Costa Rica,2018,1131.9,CRI
7661,Fruits,Total fruit and preparations 1/,Canada,2018,714.6,CAN
7662,Fruits,Total fruit and preparations 1/,Brazil,2018,613.4,BRA
7663,Fruits,Total fruit and preparations 1/,Ecuador,2018,543.7,ECU
7664,Fruits,Total fruit and preparations 1/,Thailand,2018,452.1,THA
7665,Fruits,Fresh or chilled fruit 2/,Mexico,2018,6108.7,MEX
7666,Fruits,Fresh or chilled fruit 2/,Peru,2018,1033.2,PER
7667,Fruits,Fresh or chilled fruit 2/,Chile,2018,1921.0,CHL
7668,Fruits,Fresh or chilled fruit 2/,Guatemala,2018,1223.0,GTM
7669,Fruits,Fresh or chilled fruit 2/,Costa Rica,2018,969.7,CRI
7670,Fruits,Fresh or chilled fruit 2/,Ecuador,2018,434.3,ECU
7671,Fruits,Fresh or chilled fruit 2/,Honduras,2018,362.9,HND
7672,Fruits,Fresh or chilled fruit 2/,Colombia,2018,209.7,COL
7673,Fruits,Fresh or chilled fruit 2/,Canada,2018,238.2,CAN
7674,Fruits,Fresh or chilled fruit 2/,South Africa,2018,94.8,ZAF
7675,Fruits,Bananas and plantains,Guatemala,2018,963.2,GTM
7676,Fruits,Bananas and plantains,Ecuador,2018,372.2,ECU
7677,Fruits,Bananas and plantains,Costa Rica,2018,403.8,CRI
7678,Fruits,Bananas and plantains,Colombia,2018,193.7,COL
7679,Fruits,Bananas and plantains,Honduras,2018,227.2,HND
7680,Fruits,Bananas and plantains,Mexico,2018,205.0,MEX
7681,Fruits,Frozen fruit,Mexico,2018,203.0,MEX
7682,Fruits,Frozen fruit,Canada,2018,154.5,CAN
7683,Fruits,Frozen fruit,Chile,2018,147.1,CHL
7684,Fruits,Frozen fruit,Peru,2018,47.1,PER
7685,Fruits,Frozen fruit,Guatemala,2018,22.6,GTM
7686,Fruits,Frozen fruit,Costa Rica,2018,38.2,CRI
7687,Fruits,"Dried, prepared or preserved fruit 3/",Mexico,2018,563.3,MEX
7688,Fruits,"Dried, prepared or preserved fruit 3/",Canada,2018,262.0,CAN
7689,Fruits,"Dried, prepared or preserved fruit 3/",Thailand,2018,330.3,THA
7690,Fruits,"Dried, prepared or preserved fruit 3/",Chile,2018,108.2,CHL
7691,Fruits,Fruit juices 4/,Brazil,2018,547.4,BRA
7692,Fruits,Fruit juices 4/,Mexico,2018,445.0,MEX
7693,Fruits,Fruit juices 4/,Turkey,2018,87.7,TUR
7694,Fruits,Fruit juices 4/,Thailand,2018,69.5,THA
7695,Fruits,Fruit juices 4/,Canada,2018,59.9,CAN
7696,Fruits,Fruit juices 4/,Argentina,2018,153.9,ARG
7697,Grains,Total grains and products 1/,Canada,2018,5473.3,CAN
7698,Grains,Total grains and products 1/,Mexico,2018,1496.6,MEX
7699,Grains,Total grains and products 1/,Italy,2018,595.4,ITA
7700,Grains,Total grains and products 1/,Thailand,2018,783.4,THA
7701,Grains,Total grains and products 1/,India,2018,389.3,IND
7702,Grains,Total grains and products 1/,Germany,2018,335.7,DEU
7703,Grains,Total grains and products 1/,France,2018,271.5,FRA
7704,Grains,Total grains and products 1/,Australia,2018,194.7,AUS
7705,Grains,Bulk grains 2/,Canada,2018,1249.8,CAN
7706,Grains,Bulk grains 2/,Thailand,2018,540.3,THA
7707,Grains,Bulk grains 2/,India,2018,213.5,IND
7708,Grains,Bulk grains 2/,Germany,2018,13.9,DEU
7709,Grains,Bulk grains 2/,Poland,2018,0.2,POL
7710,Grains,Bulk grains 2/,Argentina,2018,48.6,ARG
7711,Grains,Bulk grains 2/,Brazil,2018,44.5,BRA
7712,Grains,Wheat and products,Canada,2018,1000.0,CAN
7713,Grains,Wheat and products,Australia,2018,173.4,AUS
7714,Grains,Wheat and products,Poland,2018,9.1,POL
7715,Grains,Wheat and products,Germany,2018,55.5,DEU
7716,Grains,Rice and products,Thailand,2018,540.3,THA
7717,Grains,Rice and products,India,2018,210.0,IND
7718,Grains,Rice and products,Pakistan,2018,31.1,PAK
7719,Grains,Milled grain products 3/,Canada,2018,662.7,CAN
7720,Grains,Milled grain products 3/,Australia,2018,173.4,AUS
7721,Grains,Milled grain products 3/,Mexico,2018,101.0,MEX
7722,Grains,Milled grain products 3/,Germany,2018,140.3,DEU
7723,Grains,Milled grain products 3/,Turkey,2018,85.1,TUR
7724,Grains,Milled grain products 3/,Thailand,2018,80.0,THA
7725,Grains,Cereal and bakery foods 4/5/,Canada,2018,3560.8,CAN
7726,Grains,Cereal and bakery foods 4/5/,Mexico,2018,1375.5,MEX
7727,Grains,Cereal and bakery foods 4/5/,Italy,2018,543.5,ITA
7728,Grains,Cereal and bakery foods 4/5/,France,2018,241.2,FRA
7729,Grains,Cereal and bakery foods 4/5/,Thailand,2018,163.1,THA
7730,Grains,Cereal and bakery foods 4/5/,Germany,2018,181.5,DEU
7731,Meats,"Total red meats, fresh and frozen 1/",Canada,2018,2240.3,CAN
7732,Meats,"Total red meats, fresh and frozen 1/",Australia,2018,2073.1,AUS
7733,Meats,"Total red meats, fresh and frozen 1/",Mexico,2018,1200.5,MEX
7734,Meats,"Total red meats, fresh and frozen 1/",New Zealand,2018,1187.5,NZL
7735,Meats,"Total red meats, fresh and frozen 1/",Brazil,2018,23.1,BRA
7736,Meats,"Total red meats, fresh and frozen 1/",Uruguay,2018,192.3,URY
7737,Meats,"Total red meats, fresh and frozen 1/",Nicaragua,2018,237.2,NIC
7738,Meats,Fresh or chilled red meats 2/,Canada,2018,2007.4,CAN
7739,Meats,Fresh or chilled red meats 2/,Mexico,2018,1038.9,MEX
7740,Meats,Fresh or chilled red meats 2/,Australia,2018,542.2,AUS
7741,Meats,Fresh or chilled red meats 2/,Nicaragua,2018,37.6,NIC
7742,Meats,Fresh or chilled red meats 2/,New Zealand,2018,27.9,NZL
7743,Meats,Fresh or chilled red meats 2/,Argentina,2018,0.0,ARG
7744,Meats,Frozen red meats and parts,Australia,2018,860.6,AUS
7745,Meats,Frozen red meats and parts,New Zealand,2018,882.8,NZL
7746,Meats,Frozen red meats and parts,Brazil,2018,23.1,BRA
7747,Meats,Frozen red meats and parts,Canada,2018,229.8,CAN
7748,Meats,Frozen red meats and parts,Mexico,2018,159.3,MEX
7749,Meats,Frozen red meats and parts,Uruguay,2018,172.3,URY
7750,Meats,Fowl and other meats,Chile,2018,134.4,CHL
7751,Meats,Fowl and other meats,Canada,2018,120.3,CAN
7752,Meats,Fowl and other meats,New Zealand,2018,35.7,NZL
7753,Meats,Prepared meats 2/,Canada,2018,436.2,CAN
7754,Meats,Prepared meats 2/,Brazil,2018,281.6,BRA
7755,Meats,Prepared meats 2/,Italy,2018,138.1,ITA
7756,Meats,Prepared meats 2/,Mexico,2018,35.9,MEX
7757,Meats,Prepared meats 2/,Uruguay,2018,45.6,URY
7758,Meats,Prepared meats 2/,Poland,2018,47.1,POL
7759,Meats,Prepared meats 2/,Spain,2018,34.0,ESP
7760,Meats,Prepared meats 2/,New Zealand,2018,60.3,NZL
7761,Nuts,Total nuts 1/,Mexico,2018,804.4,MEX
7762,Nuts,Total nuts 1/,Canada,2018,159.2,CAN
7763,Nuts,Total nuts 1/,Thailand,2018,120.9,THA
7764,Nuts,Total nuts 1/,South Africa,2018,81.5,ZAF
7765,Nuts,Total nuts 1/,India,2018,97.2,IND
7766,Nuts,Total nuts 1/,Brazil,2018,79.6,BRA
7767,Nuts,Tree nuts 2/,Mexico,2018,736.9,MEX
7768,Nuts,Tree nuts 2/,South Africa,2018,79.5,ZAF
7769,Nuts,Tree nuts 2/,Brazil,2018,76.7,BRA
7770,Nuts,Tree nuts 2/,Thailand,2018,36.5,THA
7771,Nuts,Tree nuts 2/,Kenya,2018,74.0,KEN
7772,Nuts,Cashew nuts,Brazil,2018,57.0,BRA
7773,Nuts,Cashew nuts,Thailand,2018,13.3,THA
7774,Nuts,Cashew nuts,Nigeria,2018,6.2,NGA
7775,Nuts,Cashew nuts,India,2018,65.5,IND
7776,Nuts,Cashew nuts,Benin,2018,16.0,BEN
7777,Nuts,Prepared tree nuts 3/,Thailand,2018,83.8,THA
7778,Nuts,Prepared tree nuts 3/,Canada,2018,99.3,CAN
7779,Nuts,Prepared tree nuts 3/,Mexico,2018,26.6,MEX
7780,Nuts,Prepared tree nuts 3/,India,2018,20.9,IND
7781,Nuts,Prepared tree nuts 3/,Turkey,2018,15.7,TUR
7782,Nuts,Prepared tree nuts 3/,Israel,2018,30.2,ISR
7783,Nuts,Ground nuts,Mexico,2018,40.9,MEX
7784,Nuts,Ground nuts,Canada,2018,59.8,CAN
7785,Nuts,Ground nuts,Argentina,2018,29.7,ARG
7786,Nuts,Ground nuts,India,2018,4.3,IND
7787,Nuts,Ground nuts,Paraguay,2018,0.8,PRY
7788,Other,"Sauces, soups, prepared foods 1/2/",Singapore,2018,2610.2,SGP
7789,Other,"Sauces, soups, prepared foods 1/2/",Canada,2018,1265.2,CAN
7790,Other,"Sauces, soups, prepared foods 1/2/",Italy,2018,364.0,ITA
7791,Other,"Sauces, soups, prepared foods 1/2/",Mexico,2018,344.3,MEX
7792,Other,"Sauces, soups, prepared foods 1/2/",Thailand,2018,276.6,THA
7793,Other,"Sauces, soups, prepared foods 1/2/",Germany,2018,148.0,DEU
7794,Other,Essential oils 3/,Ireland,2018,2768.8,IRL
7795,Other,Essential oils 3/,Brazil,2018,131.8,BRA
7796,Other,Essential oils 3/,Mexico,2018,91.0,MEX
7797,Other,Essential oils 3/,India,2018,194.6,IND
7798,Other,Essential oils 3/,France,2018,187.1,FRA
7799,Other,Essential oils 3/,Canada,2018,88.1,CAN
7800,Other,Essential oils 3/,Italy,2018,42.8,ITA
7801,Other,Animal and other fats 4/,Canada,2018,251.1,CAN
7802,Other,Animal and other fats 4/,Australia,2018,4.6,AUS
7803,Other,Animal and other fats 4/,Brazil,2018,0.1,BRA
7804,Other,Animal and other fats 4/,Mexico,2018,32.4,MEX
7805,Other,Animal and other fats 4/,Uruguay,2018,0.1,URY
7806,Other,Animal and other fats 4/,Argentina,2018,0.8,ARG
7807,Other,Animal and other fats 4/,Norway,2018,57.7,NOR
7808,Other,Other edible products 5/6/,India,2018,592.9,IND
7809,Other,Other edible products 5/6/,Canada,2018,108.8,CAN
7810,Other,Other edible products 5/6/,Mexico,2018,141.0,MEX
7811,Other,Other edible products 5/6/,France,2018,168.3,FRA
7812,Other,Other edible products 5/6/,Spain,2018,99.9,ESP
7813,Other,Other edible products 5/6/,Italy,2018,62.3,ITA
7814,Other,Other edible products 5/6/,Germany,2018,126.5,DEU
7815,Sweets,Total sweeteners and candy 1/,Mexico,2018,1397.3,MEX
7816,Sweets,Total sweeteners and candy 1/,Canada,2018,823.8,CAN
7817,Sweets,Total sweeteners and candy 1/,Brazil,2018,310.1,BRA
7818,Sweets,Total sweeteners and candy 1/,Germany,2018,144.2,DEU
7819,Sweets,Total sweeteners and candy 1/,Turkey,2018,92.2,TUR
7820,Sweets,Total sweeteners and candy 1/,Guatemala,2018,157.5,GTM
7821,Sweets,Total sweeteners and candy 1/,Colombia,2018,109.5,COL
7822,Sweets,Total sweeteners and candy 1/,Argentina,2018,131.6,ARG
7823,Sweets,"Sugar, cane and beet 2/",Mexico,2018,663.6,MEX
7824,Sweets,"Sugar, cane and beet 2/",Brazil,2018,196.7,BRA
7825,Sweets,"Sugar, cane and beet 2/",Guatemala,2018,147.5,GTM
7826,Sweets,"Sugar, cane and beet 2/",El Salvador,2018,67.0,SLV
7827,Sweets,"Sugar, cane and beet 2/",Colombia,2018,82.7,COL
7828,Sweets,"Sugar, cane and beet 2/",Australia,2018,31.9,AUS
7829,Sweets,Other sweeteners and syrups 3/,Canada,2018,320.3,CAN
7830,Sweets,Other sweeteners and syrups 3/,Mexico,2018,99.6,MEX
7831,Sweets,Other sweeteners and syrups 3/,India,2018,84.3,IND
7832,Sweets,Other sweeteners and syrups 3/,Argentina,2018,86.9,ARG
7833,Sweets,Other sweeteners and syrups 3/,Brazil,2018,81.1,BRA
7834,Sweets,Other sweeteners and syrups 3/,New Zealand,2018,36.9,NZL
7835,Sweets,Confections 4/,Mexico,2018,634.1,MEX
7836,Sweets,Confections 4/,Canada,2018,496.5,CAN
7837,Sweets,Confections 4/,Germany,2018,130.6,DEU
7838,Sweets,Confections 4/,Turkey,2018,81.3,TUR
7839,Sweets,Confections 4/,Spain,2018,83.9,ESP
7840,Sweets,Confections 4/,Switzerland,2018,41.4,CHE
7841,Sweets,Confections 4/,Thailand,2018,36.2,THA
7842,Vegetables,Total vegetables and preparations 1/,Mexico,2018,6772.6,MEX
7843,Vegetables,Total vegetables and preparations 1/,Canada,2018,2979.2,CAN
7844,Vegetables,Total vegetables and preparations 1/,Peru,2018,556.4,PER
7845,Vegetables,Total vegetables and preparations 1/,Spain,2018,309.9,ESP
7846,Vegetables,Total vegetables and preparations 1/,Guatemala,2018,242.5,GTM
7847,Vegetables,Total vegetables and preparations 1/,Belgium,2018,67.2,BEL
7848,Vegetables,Fresh vegetables 2/,Mexico,2018,5867.8,MEX
7849,Vegetables,Fresh vegetables 2/,Canada,2018,1518.8,CAN
7850,Vegetables,Fresh vegetables 2/,Peru,2018,306.8,PER
7851,Vegetables,Fresh vegetables 2/,Guatemala,2018,149.5,GTM
7852,Vegetables,Fresh vegetables 2/,Costa Rica,2018,99.4,CRI
7853,Vegetables,Frozen vegetables,Mexico,2018,468.4,MEX
7854,Vegetables,Frozen vegetables,Canada,2018,144.6,CAN
7855,Vegetables,Frozen vegetables,Guatemala,2018,70.6,GTM
7856,Vegetables,Frozen vegetables,Ecuador,2018,41.3,ECU
7857,Vegetables,Frozen vegetables,Belgium,2018,32.3,BEL
7858,Vegetables,Dried vegetables 3/,Canada,2018,211.6,CAN
7859,Vegetables,Dried vegetables 3/,India,2018,53.5,IND
7860,Vegetables,Dried vegetables 3/,Mexico,2018,42.6,MEX
7861,Vegetables,Dried vegetables 3/,Nicaragua,2018,13.3,NIC
7862,Vegetables,Prepared or preserved vegetables 4/,Canada,2018,1123.5,CAN
7863,Vegetables,Prepared or preserved vegetables 4/,Mexico,2018,395.1,MEX
7864,Vegetables,Prepared or preserved vegetables 4/,Spain,2018,247.1,ESP
7865,Vegetables,Prepared or preserved vegetables 4/,Belgium,2018,29.9,BEL
7866,Vegetables,Prepared or preserved vegetables 4/,Peru,2018,207.7,PER
7867,VegOils,Total vegetable oils 1/,Canada,2018,1724.8,CAN
7868,VegOils,Total vegetable oils 1/,Indonesia,2018,1065.3,IDN
7869,VegOils,Total vegetable oils 1/,Spain,2018,553.3,ESP
7870,VegOils,Total vegetable oils 1/,Italy,2018,555.9,ITA
7871,VegOils,Total vegetable oils 1/,Mexico,2018,154.1,MEX
7872,VegOils,Total vegetable oils 1/,Turkey,2018,110.6,TUR
7873,VegOils,Crude vegetable oils,Canada,2018,247.2,CAN
7874,VegOils,Crude vegetable oils,Argentina,2018,29.7,ARG
7875,VegOils,Crude vegetable oils,Mexico,2018,17.6,MEX
7876,VegOils,Crude vegetable oils,Indonesia,2018,64.8,IDN
7877,VegOils,Crude vegetable oils,Spain,2018,0.5,ESP
7878,VegOils,Refined vegetable oils 2/,Canada,2018,1477.6,CAN
7879,VegOils,Refined vegetable oils 2/,Indonesia,2018,1000.5,IDN
7880,VegOils,Refined vegetable oils 2/,Italy,2018,555.6,ITA
7881,VegOils,Refined vegetable oils 2/,Spain,2018,552.8,ESP
7882,VegOils,Refined vegetable oils 2/,Mexico,2018,136.4,MEX
7883,VegOils,Refined vegetable oils 2/,Turkey,2018,109.0,TUR
7884,VegOils,Olive oil,Italy,2018,537.3,ITA
7885,VegOils,Olive oil,Spain,2018,500.3,ESP
7886,VegOils,Olive oil,Tunisia,2018,180.3,TUN
7887,VegOils,Olive oil,Turkey,2018,102.3,TUR
7888,VegOils,Olive oil,Greece,2018,50.4,GRC
7889,VegOils,Tropical oils 3/,Indonesia,2018,1061.0,IDN
7890,VegOils,Tropical oils 3/,Malaysia,2018,514.8,MYS
7891,VegOils,Tropical oils 3/,Colombia,2018,14.5,COL
7892,VegOils,Tropical oils 3/,Sri Lanka,2018,21.7,LKA
7893,VegOils,Tropical oils 3/,Mexico,2018,2.0,MEX
7894,VegOils,Oilseeds 4/,Canada,2018,441.7,CAN
7895,VegOils,Oilseeds 4/,Brazil,2018,0.1,BRA
7896,VegOils,Oilseeds 4/,Argentina,2018,54.2,ARG
7897,VegOils,Oilseeds 4/,Chile,2018,38.8,CHL
7898,VegOils,Oilseeds 4/,India,2018,128.0,IND
7899,VegOils,Oilseeds 4/,Bulgaria,2018,25.6,BGR
7900,Animals,Total live animals 1/,Canada,2019,1296.7,CAN
7901,Animals,Total live animals 1/,Mexico,2019,881.0,MEX
7902,Animals,"Bovine animals, live",Canada,2019,956.8,CAN
7903,Animals,"Bovine animals, live",Mexico,2019,881.0,MEX
7904,Animals,"Swine, live",Canada,2019,300.9,CAN
7905,Animals,"Sheep and goats, live",Canada,2019,0.8,CAN
7906,Animals,Live poultry 2/,Canada,2019,38.2,CAN
7907,Animals,Bird eggs 3/,Canada,2019,39.2,CAN
7908,Animals,Bird eggs 3/,China,2019,6.9,CHN
7909,Animals,Bird eggs 3/,Thailand,2019,2.9,THA
7910,Animals,Bird eggs 3/,Turkey,2019,0.0,TUR
7911,Beverages,Total beverages 1/2/,Mexico,2019,4427.0,MEX
7912,Beverages,Total beverages 1/2/,Italy,2019,2409.1,ITA
7913,Beverages,Total beverages 1/2/,France,2019,2367.6,FRA
7914,Beverages,Total beverages 1/2/,Canada,2019,523.2,CAN
7915,Beverages,Total beverages 1/2/,New Zealand,2019,474.3,NZL
7916,Beverages,Total beverages 1/2/,Spain,2019,385.5,ESP
7917,Beverages,Total beverages 1/2/,Austria,2019,1055.4,AUT
7918,Beverages,Total beverages 1/2/,Australia,2019,354.1,AUS
7919,Beverages,Wine 3/,France,2019,2118.7,FRA
7920,Beverages,Wine 3/,Italy,2019,2053.9,ITA
7921,Beverages,Wine 3/,New Zealand,2019,465.3,NZL
7922,Beverages,Wine 3/,Spain,2019,377.8,ESP
7923,Beverages,Wine 3/,Australia,2019,338.4,AUS
7924,Beverages,Wine 3/,Argentina,2019,270.1,ARG
7925,Beverages,Wine 3/,Canada,2019,136.7,CAN
7926,Beverages,Malt beer,Mexico,2019,3946.9,MEX
7927,Beverages,Malt beer,Ireland,2019,191.2,IRL
7928,Beverages,Malt beer,Canada,2019,103.2,CAN
7929,Beverages,Malt beer,Germany,2019,82.4,DEU
7930,Beverages,Malt beer,Belgium,2019,367.0,BEL
7931,Beverages,Malt beer,Italy,2019,23.1,ITA
7932,Beverages,Nonalcoholic beverages 4/,Mexico,2019,474.4,MEX
7933,Beverages,Nonalcoholic beverages 4/,Canada,2019,283.3,CAN
7934,Beverages,Nonalcoholic beverages 4/,Italy,2019,332.1,ITA
7935,Beverages,Nonalcoholic beverages 4/,Austria,2019,1027.2,AUT
7936,Beverages,Nonalcoholic beverages 4/,Switzerland,2019,715.8,CHE
7937,Beverages,Nonalcoholic beverages 4/,France,2019,244.9,FRA
7938,Beverages,Liquors and liqueurs 5/,Mexico,2019,1846.9,MEX
7939,Beverages,Liquors and liqueurs 5/,France,2019,2548.3,FRA
7940,Beverages,Liquors and liqueurs 5/,Canada,2019,423.9,CAN
7941,Beverages,Liquors and liqueurs 5/,Ireland,2019,797.0,IRL
7942,Beverages,Liquors and liqueurs 5/,Italy,2019,177.9,ITA
7943,Beverages,Liquors and liqueurs 5/,Sweden,2019,245.9,SWE
7944,Cocoa,Total cocoa and products 1/,Canada,2019,1518.7,CAN
7945,Cocoa,Total cocoa and products 1/,Mexico,2019,571.4,MEX
7946,Cocoa,Total cocoa and products 1/,Ghana,2019,224.9,GHA
7947,Cocoa,Total cocoa and products 1/,Malaysia,2019,197.6,MYS
7948,Cocoa,Total cocoa and products 1/,Ecuador,2019,142.3,ECU
7949,Cocoa,Cocoa beans,Ecuador,2019,116.2,ECU
7950,Cocoa,Cocoa beans,Ghana,2019,174.9,GHA
7951,Cocoa,Cocoa beans,Papua New Guinea,2019,10.8,PNG
7952,Cocoa,Cocoa beans,Nigeria,2019,8.3,NGA
7953,Cocoa,"Cocoa paste, butter, and powder",Indonesia,2019,312.1,IDN
7954,Cocoa,"Cocoa paste, butter, and powder",Malaysia,2019,189.9,MYS
7955,Cocoa,"Cocoa paste, butter, and powder",Ghana,2019,50.0,GHA
7956,Cocoa,"Cocoa paste, butter, and powder",Ecuador,2019,22.9,ECU
7957,Cocoa,"Cocoa paste, butter, and powder",Canada,2019,17.9,CAN
7958,Cocoa,"Cocoa paste, butter, and powder",Spain,2019,20.9,ESP
7959,Cocoa,Chocolate,Canada,2019,1500.7,CAN
7960,Cocoa,Chocolate,Mexico,2019,526.4,MEX
7961,Cocoa,Chocolate,Belgium,2019,148.6,BEL
7962,Cocoa,Chocolate,Germany,2019,131.8,DEU
7963,Cocoa,Chocolate,Poland,2019,67.7,POL
7964,Cocoa,Chocolate,Italy,2019,58.8,ITA
7965,Cocoa,Chocolate,Switzerland,2019,71.3,CHE
7966,Cocoa,Chocolate,Croatia,2019,2.1,HRV
7967,Coffee,"Total coffee, tea, and spices",Colombia,2019,1267.9,COL
7968,Coffee,"Total coffee, tea, and spices",Brazil,2019,1171.6,BRA
7969,Coffee,"Total coffee, tea, and spices",Switzerland,2019,360.9,CHE
7970,Coffee,"Total coffee, tea, and spices",Mexico,2019,385.3,MEX
7971,Coffee,"Total coffee, tea, and spices",Canada,2019,511.0,CAN
7972,Coffee,"Total coffee, tea, and spices",Guatemala,2019,331.9,GTM
7973,Coffee,"Coffee beans, unroasted 1/",Brazil,2019,1034.5,BRA
